Model:	LI-7810
SN:	TG10-01077
Software Version:	2.0.25
Timestamp:	2021-09-22 09:21:42
Timezone:	Europe/Amsterdam
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag	date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1632322971	200025081	11113	0	2021-09-22	17:02:51	15399.2	414.959	2029.46	39.3497	54.9995	29.2388	30.2463	0.00240991	12.3958	54.4998	434.5	-0.537022	15.2113	 44
DATA	1632322972	200025081	11117	0	2021-09-22	17:02:52	15394.7	414.917	2029.35	39.341	54.9995	29.2384	30.2463	0.00250172	12.3972	54.4998	-315.75	-0.537022	15.2121	 60
DATA	1632322973	200025081	11121	0	2021-09-22	17:02:53	15361.3	414.684	2029.28	39.3402	54.9995	29.2384	30.2463	0.002554	12.3964	54.4998	-288.75	-0.537022	15.2105	 14
DATA	1632322974	200025081	11125	0	2021-09-22	17:02:54	15303	414.304	2029.2	39.3361	54.9995	29.233	30.2463	0.00269409	12.3973	54.4998	-383.25	-0.537022	15.2105	156
DATA	1632322975	200025081	11129	0	2021-09-22	17:02:55	15257.2	414.343	2029.46	39.339	54.9995	29.2305	30.2463	0.00255249	12.3973	54.4998	-110.25	-0.537022	15.2109	 62
DATA	1632322976	200025081	11133	0	2021-09-22	17:02:56	15272.1	415.177	2029.32	39.3435	54.9995	29.2338	30.2463	0.0023947	12.3982	54.4998	146.25	-0.537022	15.2094	 27
DATA	1632322977	199696063	11137	0	2021-09-22	17:02:57	15300	416.448	2029.54	39.3476	54.9995	29.2347	30.2463	0.0024897	12.3975	54.4998	227	-0.537022	15.2097	 89
DATA	1632322978	199696063	11141	0	2021-09-22	17:02:58	15334.4	415.214	2029.29	39.3328	54.9995	29.233	30.2463	0.00262041	12.3973	54.4998	-442	-0.537022	15.209	143
DATA	1632322979	199696063	11145	0	2021-09-22	17:02:59	15336.9	415.038	2029.7	39.339	54.9995	29.2289	30.2463	0.00261151	12.3971	54.4998	-107	-0.537022	15.2097	172
DATA	1632322980	199696063	11149	0	2021-09-22	17:03:00	15314.4	415.431	2029.36	39.3386	54.9995	29.2297	30.2463	0.00254163	12.3973	54.4998	226	-0.537022	15.2109	203
DATA	1632322981	199696063	11153	0	2021-09-22	17:03:01	15312.8	415.987	2029.31	39.3414	54.9995	29.2322	30.2463	0.002514	12.3975	54.4998	95	-0.537022	15.2097	 53
DATA	1632322982	199696063	11157	0	2021-09-22	17:03:02	15318.3	415.672	2029.51	39.3419	54.9995	29.2326	30.2463	0.00252741	12.3973	54.4998	-25.25	-0.537022	15.2109	 90
DATA	1632322983	199696063	11161	0	2021-09-22	17:03:03	15324.5	415.536	2029.36	39.3419	54.9995	29.2322	30.2463	0.00249025	12.3976	54.4998	50.75	-0.537022	15.2097	 52
DATA	1632322984	199373960	11165	0	2021-09-22	17:03:04	15331.6	415.072	2029.36	39.3419	54.9995	29.2314	30.2463	0.00253601	12.3975	54.4998	-91.25	-0.537022	15.2097	 90
DATA	1632322985	199373960	11169	0	2021-09-22	17:03:05	15336.8	414.795	2029.31	39.341	54.9995	29.233	30.2463	0.00249974	12.3974	54.4998	130.25	-0.537022	15.2097	 16
DATA	1632322986	199373960	11173	0	2021-09-22	17:03:06	15341.2	415.197	2029.32	39.341	54.9995	29.2347	30.2463	0.00251772	12.3971	54.4998	-114.5	-0.537022	15.2094	 37
DATA	1632322987	199373960	11177	0	2021-09-22	17:03:07	15345.2	414.954	2028.91	39.3414	54.9995	29.2351	30.2463	0.00252591	12.3977	54.4998	29	-0.537022	15.2086	174
DATA	1632322988	199373960	11181	0	2021-09-22	17:03:08	15347.7	414.211	2029.27	39.3423	54.9995	29.2367	30.2463	0.00250888	12.3973	54.4998	-25.5	-0.537022	15.2086	 58
DATA	1632322989	199373960	11185	0	2021-09-22	17:03:09	15348.3	414.303	2029.24	39.3427	54.9995	29.2367	30.2463	0.00249303	12.3978	54.4998	-23.5	-0.537022	15.2094	 56
DATA	1632322990	199373960	11189	0	2021-09-22	17:03:10	15350.5	414.866	2029.27	39.3419	54.9995	29.2371	30.2463	0.00250268	12.3972	54.4998	-99	-0.537022	15.2086	219
DATA	1632322991	199373960	11193	0	2021-09-22	17:03:11	15353.6	414.021	2029.24	39.341	54.9995	29.2371	30.2463	0.00253442	12.397	54.4998	-208.25	-0.537022	15.209	226
DATA	1632322992	199048042	11197	0	2021-09-22	17:03:12	15354.4	415.091	2029.19	39.3423	54.9995	29.2359	30.2463	0.00249604	12.3971	54.4998	-18.25	-0.537022	15.207	 38
DATA	1632322993	199048042	11201	0	2021-09-22	17:03:13	15356.6	415.275	2029.3	39.3402	54.9995	29.2347	30.2463	0.00252629	12.3975	54.4998	-227.25	-0.537022	15.2086	 83
DATA	1632322994	199048042	11205	0	2021-09-22	17:03:14	15358.8	414.211	2028.95	39.3423	54.9995	29.2359	30.2463	0.0025139	12.397	54.4998	-15.75	-0.537022	15.2094	246
DATA	1632322995	199048042	11209	0	2021-09-22	17:03:15	15361.4	413.358	2028.98	39.3414	54.9995	29.2359	30.2463	0.00251374	12.3966	54.4998	-136	-0.537022	15.2066	  0
DATA	1632322996	199048042	11213	0	2021-09-22	17:03:16	15361.6	414.967	2029.04	39.3419	54.9995	29.2351	30.2463	0.00252566	12.3974	54.4998	-40	-0.537022	15.209	145
DATA	1632322997	199048042	11217	0	2021-09-22	17:03:17	15364	414.317	2028.93	39.3427	54.9995	29.2355	30.2463	0.00249794	12.3976	54.4998	-109	-0.537022	15.2082	167
DATA	1632322998	199048042	11221	0	2021-09-22	17:03:18	15363.7	414.144	2029.28	39.3419	54.9995	29.2359	30.2463	0.00251483	12.3976	54.4998	-121.25	-0.537022	15.2094	144
DATA	1632322999	198723077	11225	0	2021-09-22	17:03:19	15366	414.207	2029.12	39.3423	54.9995	29.2355	30.2463	0.00250563	12.3976	54.4998	190	-0.537022	15.2094	109
DATA	1632323000	198723077	11229	0	2021-09-22	17:03:20	15366.8	414.617	2028.95	39.3419	54.9995	29.2371	30.2463	0.00250784	12.3975	54.4998	-134.75	-0.537022	15.2062	139
DATA	1632323001	198723077	11233	0	2021-09-22	17:03:21	15368.3	414.642	2028.9	39.3419	54.9995	29.2375	30.2463	0.00252782	12.3962	54.4998	-116.25	-0.537022	15.2074	 76
DATA	1632323002	198723077	11237	0	2021-09-22	17:03:22	15369.3	414.761	2028.91	39.341	54.9995	29.2363	30.2463	0.00252383	12.3976	54.4998	-178.25	-0.537022	15.2066	 85
DATA	1632323003	198723077	11241	0	2021-09-22	17:03:23	15369.3	414.882	2028.8	39.3427	54.9995	29.2342	30.2463	0.00251991	12.3969	54.4998	-115.5	-0.537022	15.207	239
DATA	1632323004	198723077	11245	0	2021-09-22	17:03:24	15370.8	414.541	2029.32	39.3423	54.9995	29.2355	30.2463	0.00252237	12.3969	54.4998	-177.5	-0.537022	15.207	 26
DATA	1632323005	198723077	11249	0	2021-09-22	17:03:25	15371.8	413.967	2029.18	39.3427	54.9995	29.2359	30.2463	0.00252811	12.3969	54.4998	33	-0.537022	15.2058	163
DATA	1632323006	198723077	11253	0	2021-09-22	17:03:26	15371.6	414.268	2029.17	39.3423	54.9995	29.2363	30.2463	0.00251801	12.3974	54.4998	-86.75	-0.537022	15.2066	 87
DATA	1632323007	198401927	11257	0	2021-09-22	17:03:27	15371.5	414.001	2029.14	39.3414	54.9995	29.2375	30.2463	0.00252328	12.398	54.4998	15.5	-0.537022	15.2078	179
DATA	1632323008	198401927	11261	0	2021-09-22	17:03:28	15373.3	414.578	2029.31	39.3419	54.9995	29.238	30.2463	0.00251636	12.3973	54.4998	-172.5	-0.537022	15.2046	 34
DATA	1632323009	198401927	11265	0	2021-09-22	17:03:29	15374.1	414.109	2029.28	39.3427	54.9995	29.2363	30.2463	0.00250045	12.3966	54.4998	-139	-0.537022	15.2058	241
DATA	1632323010	198401927	11269	0	2021-09-22	17:03:30	15376.1	415.297	2029.23	39.3414	54.9995	29.2359	30.2463	0.00252333	12.3971	54.4998	18	-0.537022	15.2062	132
DATA	1632323011	198401927	11273	0	2021-09-22	17:03:31	15377.2	414.728	2029.04	39.3419	54.9995	29.2351	30.2463	0.0025281	12.3975	54.4998	-71.25	-0.537022	15.2058	 23
DATA	1632323012	198401927	11277	0	2021-09-22	17:03:32	15378.8	414.383	2029.05	39.3431	54.9995	29.2359	30.2463	0.00250605	12.3979	54.4998	-30	-0.537022	15.207	136
DATA	1632323013	198401927	11281	0	2021-09-22	17:03:33	15378.6	414.907	2029.34	39.3427	54.9995	29.2359	30.2463	0.00251707	12.398	54.4998	-16	-0.537022	15.2058	146
DATA	1632323014	198076963	11285	0	2021-09-22	17:03:34	15379.3	414.024	2029.16	39.3419	54.9995	29.2375	30.2463	0.00251978	12.3976	54.4998	-73.75	-0.537022	15.207	 57
DATA	1632323015	198076963	11289	0	2021-09-22	17:03:35	15380.2	414.801	2029.1	39.3423	54.9995	29.2371	30.2463	0.00252374	12.3972	54.4998	-211.5	-0.537022	15.2058	 22
DATA	1632323016	198076963	11293	0	2021-09-22	17:03:36	15378.7	414.203	2029.12	39.3414	54.9995	29.238	30.2463	0.00251251	12.3973	54.4998	-49.5	-0.537022	15.207	186
DATA	1632323017	198076963	11297	0	2021-09-22	17:03:37	15382.8	414.306	2028.97	39.341	54.9995	29.2396	30.2463	0.0025115	12.3966	54.4998	-242	-0.537022	15.2062	152
DATA	1632323018	198076963	11301	0	2021-09-22	17:03:38	15381.8	414.588	2029.22	39.3419	54.9995	29.2371	30.2463	0.00250835	12.3969	54.4998	-222.75	-0.537022	15.2058	151
DATA	1632323019	198076963	11305	0	2021-09-22	17:03:39	15382.8	414.285	2029.24	39.3419	54.9995	29.2371	30.2463	0.00251494	12.3974	54.4998	-118.5	-0.537022	15.2058	101
DATA	1632323020	198076963	11309	0	2021-09-22	17:03:40	15385.5	413.938	2029.2	39.3419	54.9995	29.2371	30.2463	0.00250736	12.3974	54.4998	-107	-0.537022	15.2046	191
DATA	1632323021	198076963	11313	0	2021-09-22	17:03:41	15389.6	414.342	2029.09	39.3419	54.9995	29.2371	30.2463	0.00252025	12.3964	54.4998	-187.75	-0.537022	15.2062	134
DATA	1632323022	197746992	11317	0	2021-09-22	17:03:42	15390.4	414.564	2029.16	39.3423	54.9995	29.2371	30.2463	0.00252319	12.3968	54.4998	-127.5	-0.537022	15.2058	 88
DATA	1632323023	197746992	11321	0	2021-09-22	17:03:43	15392.6	414.046	2029.06	39.3427	54.9995	29.2375	30.2463	0.00251171	12.3971	54.4998	-151.75	-0.537022	15.2046	129
DATA	1632323024	197746992	11325	0	2021-09-22	17:03:44	15393.5	414.545	2029.02	39.3419	54.9995	29.2375	30.2463	0.00253085	12.3972	54.4998	-141.5	-0.537022	15.205	 34
DATA	1632323025	197746992	11329	0	2021-09-22	17:03:45	15394.9	415.084	2029.23	39.3423	54.9995	29.2367	30.2463	0.00252972	12.3968	54.4998	-61.25	-0.537022	15.205	 55
DATA	1632323026	197746992	11333	0	2021-09-22	17:03:46	15398.2	413.983	2029.21	39.3414	54.9995	29.2371	30.2463	0.00252669	12.3972	54.4998	-142	-0.537022	15.2054	253
DATA	1632323027	197746992	11337	0	2021-09-22	17:03:47	15398.2	414.594	2029.09	39.3427	54.9995	29.238	30.2463	0.00252953	12.3977	54.4998	-71.5	-0.537022	15.2027	 17
DATA	1632323028	197746992	11341	0	2021-09-22	17:03:48	15402.3	414.938	2029.07	39.3419	54.9995	29.2371	30.2463	0.00252462	12.3974	54.4998	-135	-0.537022	15.2043	246
DATA	1632323029	197422027	11345	0	2021-09-22	17:03:49	15403.6	414.389	2029.21	39.3419	54.9995	29.2367	30.2463	0.00252591	12.3972	54.4998	-132.25	-0.537022	15.2039	133
DATA	1632323030	197422027	11349	0	2021-09-22	17:03:50	15404.2	414.553	2029.26	39.3423	54.9995	29.2351	30.2463	0.00252185	12.3969	54.4998	80.75	-0.537022	15.205	224
DATA	1632323031	197422027	11353	0	2021-09-22	17:03:51	15406.8	414.857	2029.32	39.3423	54.9995	29.2384	30.2463	0.00252653	12.3972	54.4998	-51	-0.537022	15.205	122
DATA	1632323032	197422027	11357	0	2021-09-22	17:03:52	15410.2	414.189	2029.33	39.3414	54.9995	29.238	30.2463	0.00253329	12.3966	54.4998	-21.5	-0.537022	15.2043	214
DATA	1632323033	197422027	11361	0	2021-09-22	17:03:53	15411.5	414.645	2029.23	39.3414	54.9995	29.2396	30.2463	0.00252489	12.3971	54.4998	-179.5	-0.537022	15.2039	 79
DATA	1632323034	197422027	11365	0	2021-09-22	17:03:54	15413.5	414.9	2028.95	39.3423	54.9995	29.238	30.2463	0.00252161	12.397	54.4998	-72	-0.537022	15.2031	225
DATA	1632323035	197422027	11369	0	2021-09-22	17:03:55	15415.7	414.357	2029.38	39.3419	54.9995	29.2388	30.2463	0.00252407	12.397	54.4998	-39.75	-0.537022	15.2043	 47
DATA	1632323036	197422027	11373	0	2021-09-22	17:03:56	15416.2	414.687	2029.11	39.3427	54.9995	29.2392	30.2463	0.00253176	12.397	54.4998	-26.75	-0.537022	15.2043	 31
DATA	1632323037	197099924	11377	0	2021-09-22	17:03:57	15416.4	414.911	2028.99	39.341	54.9995	29.238	30.2463	0.00254246	12.3973	54.4998	-296.5	-0.537022	15.2027	  7
DATA	1632323038	197099924	11381	0	2021-09-22	17:03:58	15418.6	414.819	2029.28	39.341	54.9995	29.2375	30.2463	0.00253795	12.3974	54.4998	-60.25	-0.537022	15.2039	 63
DATA	1632323039	197099924	11385	0	2021-09-22	17:03:59	15419.2	414.186	2029.23	39.3419	54.9995	29.238	30.2463	0.00253834	12.3971	54.4998	-164.75	-0.537022	15.2043	107
DATA	1632323040	197099924	11389	0	2021-09-22	17:04:00	15422	414.735	2029.19	39.3414	54.9995	29.2392	30.2463	0.00253004	12.3976	54.4998	-21.75	-0.537022	15.2043	233
DATA	1632323041	197099924	11393	0	2021-09-22	17:04:01	15421.9	414.845	2029.07	39.3419	54.9995	29.2392	30.2463	0.00252305	12.3969	54.4998	-206.75	-0.537022	15.2035	139
DATA	1632323042	197099924	11397	0	2021-09-22	17:04:02	15424.2	414.7	2029.2	39.3427	54.9995	29.2392	30.2463	0.00254068	12.3968	54.4998	-205	-0.537022	15.2023	 86
DATA	1632323043	197099924	11401	0	2021-09-22	17:04:03	15425.3	414.146	2028.98	39.3414	54.9995	29.2384	30.2463	0.00253424	12.3969	54.4998	-86.25	-0.537022	15.2031	 82
DATA	1632323044	196768045	11405	0	2021-09-22	17:04:04	15426.5	413.984	2029.19	39.341	54.9995	29.2388	30.2463	0.00254444	12.397	54.4998	-230	-0.537022	15.2035	139
DATA	1632323045	196768045	11409	0	2021-09-22	17:04:05	15426.6	414.7	2029.02	39.3419	54.9995	29.2384	30.2463	0.00253441	12.3965	54.4998	-103.25	-0.537022	15.2019	 24
DATA	1632323046	196768045	11413	0	2021-09-22	17:04:06	15428	414.199	2029.16	39.3419	54.9995	29.2388	30.2463	0.00253971	12.3967	54.4998	-241	-0.537022	15.2035	158
DATA	1632323047	196768045	11417	0	2021-09-22	17:04:07	15427.7	413.895	2029.17	39.3419	54.9995	29.2384	30.2463	0.00253584	12.3974	54.4998	-177.25	-0.537022	15.2015	160
DATA	1632323048	196768045	11421	0	2021-09-22	17:04:08	15427.8	414.391	2029.32	39.3427	54.9995	29.238	30.2463	0.00252428	12.3969	54.4998	-11.25	-0.537022	15.2039	 39
DATA	1632323049	196768045	11425	0	2021-09-22	17:04:09	15429.8	414.3	2029.45	39.3406	54.9995	29.238	30.2463	0.00254499	12.3974	54.4998	-76	-0.537022	15.2039	 66
DATA	1632323050	196768045	11429	0	2021-09-22	17:04:10	15429.3	414.279	2029.37	39.3419	54.9995	29.2392	30.2463	0.00254768	12.3965	54.4998	-264.5	-0.537022	15.2027	102
DATA	1632323051	196768045	11433	0	2021-09-22	17:04:11	15426.4	414.499	2029.36	39.3414	54.9995	29.2392	30.2463	0.00253597	12.3971	54.4998	-189.25	-0.537022	15.2015	144
DATA	1632323052	196440935	11437	0	2021-09-22	17:04:12	15426	414.265	2029.37	39.3427	54.9995	29.2367	30.2463	0.00253189	12.3974	54.4998	-48.5	-0.537022	15.2023	196
DATA	1632323053	196440935	11441	0	2021-09-22	17:04:13	15423.9	414.656	2029.48	39.3419	54.9995	29.2392	30.2463	0.00253967	12.3975	54.4998	-63.25	-0.537022	15.2019	 99
DATA	1632323054	196440935	11445	0	2021-09-22	17:04:14	15420.8	414.885	2029.28	39.3423	54.9995	29.238	30.2463	0.00254123	12.3968	54.4998	-78.5	-0.537022	15.2015	242
DATA	1632323055	196440935	11449	0	2021-09-22	17:04:15	15421.5	413.911	2029.62	39.3431	54.9995	29.2359	30.2463	0.00253932	12.3965	54.4998	-195.25	-0.537022	15.2019	136
DATA	1632323056	196440935	11453	0	2021-09-22	17:04:16	15421.2	414.34	2029.41	39.3427	54.9995	29.2359	30.2463	0.00253154	12.3969	54.4998	-170.5	-0.537022	15.2027	 23
DATA	1632323057	196440935	11457	0	2021-09-22	17:04:17	15420.3	413.79	2029.42	39.3423	54.9995	29.2371	30.2463	0.00253389	12.3973	54.4998	34.25	-0.537022	15.1988	  4
DATA	1632323058	196440935	11461	0	2021-09-22	17:04:18	15418.5	413.741	2029.34	39.3419	54.9995	29.2375	30.2463	0.00253963	12.3977	54.4998	-200	-0.537022	15.2019	247
DATA	1632323059	196120023	11465	0	2021-09-22	17:04:19	15417.9	414.514	2029.48	39.3423	54.9995	29.2384	30.2463	0.00254475	12.3968	54.4998	45	-0.537022	15.1999	167
DATA	1632323060	196120023	11469	0	2021-09-22	17:04:20	15419	414.163	2029.39	39.3419	54.9995	29.2375	30.2463	0.00253668	12.3971	54.4998	-71.75	-0.537022	15.2007	235
DATA	1632323061	196120023	11473	0	2021-09-22	17:04:21	15418.5	413.844	2029.24	39.3423	54.9995	29.2367	30.2463	0.00253493	12.3971	54.4998	-92.5	-0.537022	15.2019	 16
DATA	1632323062	196120023	11477	0	2021-09-22	17:04:22	15419	414.356	2029.47	39.3419	54.9995	29.2371	30.2463	0.0025349	12.3963	54.4998	-192.25	-0.537022	15.2019	233
DATA	1632323063	196120023	11481	0	2021-09-22	17:04:23	15418.2	414.318	2029.56	39.341	54.9995	29.2367	30.2463	0.0025351	12.3963	54.4998	-67.5	-0.537022	15.2003	160
DATA	1632323064	196120023	11485	0	2021-09-22	17:04:24	15419.2	414.332	2029.61	39.3423	54.9995	29.2355	30.2463	0.00254648	12.3968	54.4998	38	-0.537022	15.2023	130
DATA	1632323065	196120023	11489	0	2021-09-22	17:04:25	15418.8	414.176	2029.67	39.3423	54.9995	29.2371	30.2463	0.00252924	12.397	54.4998	10.5	-0.537022	15.2011	177
DATA	1632323066	196120023	11493	0	2021-09-22	17:04:26	15419.7	413.556	2029.56	39.3427	54.9995	29.238	30.2463	0.00251996	12.3963	54.4998	-89.75	-0.537022	15.2007	 52
DATA	1632323067	195790052	11497	0	2021-09-22	17:04:27	15418.4	413.149	2029.36	39.3427	54.9995	29.2367	30.2463	0.00251641	12.3974	54.4998	-109.5	-0.537022	15.2019	 95
DATA	1632323068	195790052	11501	0	2021-09-22	17:04:28	15418.9	413.838	2029.42	39.3423	54.9995	29.2367	30.2463	0.00252538	12.3972	54.4998	-34.25	-0.537022	15.2011	 81
DATA	1632323069	195790052	11505	0	2021-09-22	17:04:29	15420.1	414.413	2029.47	39.3423	54.9995	29.2375	30.2463	0.00254136	12.3969	54.4998	21.25	-0.537022	15.2003	 20
DATA	1632323070	195790052	11509	0	2021-09-22	17:04:30	15418.1	413.106	2029.51	39.3423	54.9995	29.2371	30.2463	0.00252587	12.3971	54.4998	133.75	-0.537022	15.2003	 62
DATA	1632323071	195790052	11513	0	2021-09-22	17:04:31	15417.7	413.73	2029.51	39.3431	54.9995	29.2375	30.2463	0.00252486	12.3975	54.4998	144.25	-0.537022	15.2011	 20
DATA	1632323072	195790052	11517	0	2021-09-22	17:04:32	15419.2	414.577	2029.59	39.3423	54.9995	29.2384	30.2463	0.00254139	12.397	54.4998	-172	-0.537022	15.1999	211
DATA	1632323073	195790052	11521	0	2021-09-22	17:04:33	15419.8	414.557	2029.65	39.3419	54.9995	29.238	30.2463	0.00253654	12.3976	54.4998	-58	-0.537022	15.2007	153
DATA	1632323074	195466995	11525	0	2021-09-22	17:04:34	15422.6	413.581	2029.59	39.3423	54.9995	29.2392	30.2463	0.00254061	12.3976	54.4998	162.25	-0.537022	15.1999	116
DATA	1632323075	195466995	11529	0	2021-09-22	17:04:35	15425.4	413.954	2029.72	39.3423	54.9995	29.238	30.2463	0.00254458	12.396	54.4998	-161.25	-0.537022	15.2007	 51
DATA	1632323076	195466995	11533	0	2021-09-22	17:04:36	15426.3	413.377	2029.52	39.3423	54.9995	29.2375	30.2463	0.00254086	12.3969	54.4998	-154.75	-0.537022	15.1999	177
DATA	1632323077	195466995	11537	0	2021-09-22	17:04:37	15425.1	413.966	2029.74	39.3419	54.9995	29.2371	30.2463	0.00254123	12.3971	54.4998	-119	-0.537022	15.1984	 15
DATA	1632323078	195466995	11541	0	2021-09-22	17:04:38	15423.7	412.675	2029.5	39.3419	54.9995	29.238	30.2463	0.00254009	12.3966	54.4998	-10	-0.537022	15.1999	121
DATA	1632323079	195466995	11545	0	2021-09-22	17:04:39	15424.7	414.035	2029.72	39.3423	54.9995	29.238	30.2463	0.00254343	12.3967	54.4998	-118	-0.537022	15.198	168
DATA	1632323080	195466995	11549	0	2021-09-22	17:04:40	15426.1	414.516	2029.5	39.3414	54.9995	29.2367	30.2463	0.00255722	12.3975	54.4998	-80.25	-0.537022	15.1995	 55
DATA	1632323081	195466995	11553	0	2021-09-22	17:04:41	15428.6	413.86	2029.59	39.3423	54.9995	29.2371	30.2463	0.00254069	12.3965	54.4998	-142	-0.537022	15.2003	201
DATA	1632323082	195142030	11557	0	2021-09-22	17:04:42	15429.5	412.931	2029.62	39.3431	54.9995	29.2367	30.2463	0.00254697	12.3972	54.4998	-217	-0.537022	15.2003	230
DATA	1632323083	195142030	11561	0	2021-09-22	17:04:43	15429.8	413.756	2029.46	39.3423	54.9995	29.2367	30.2463	0.00254516	12.397	54.4998	-156	-0.537022	15.1995	200
DATA	1632323084	195142030	11565	0	2021-09-22	17:04:44	15427.9	414.107	2029.65	39.3427	54.9995	29.2355	30.2463	0.00254732	12.3971	54.4998	-201.5	-0.537022	15.1999	 85
DATA	1632323085	195142030	11569	0	2021-09-22	17:04:45	15429.6	413.577	2029.85	39.3414	54.9995	29.2351	30.2463	0.00255237	12.3974	54.4998	-256.5	-0.537022	15.1999	108
DATA	1632323086	195142030	11573	0	2021-09-22	17:04:46	15429.5	413.951	2029.75	39.3414	54.9995	29.2351	30.2463	0.00255563	12.3967	54.4998	-15.25	-0.537022	15.198	 40
DATA	1632323087	195142030	11577	0	2021-09-22	17:04:47	15429.9	413.708	2029.62	39.3419	54.9995	29.2342	30.2463	0.00254798	12.3972	54.4998	-100.75	-0.537022	15.1976	157
DATA	1632323088	195142030	11581	0	2021-09-22	17:04:48	15430.1	413.605	2029.61	39.3423	54.9995	29.2334	30.2463	0.00255043	12.3974	54.4998	-73.75	-0.537022	15.1976	 76
DATA	1632323089	194818019	11585	0	2021-09-22	17:04:49	15431.7	413.916	2029.92	39.3427	54.9995	29.2355	30.2463	0.00254467	12.3971	54.4998	73	-0.537022	15.1976	184
DATA	1632323090	194818019	11589	0	2021-09-22	17:04:50	15431.3	414.035	2029.59	39.3423	54.9995	29.2359	30.2463	0.00253769	12.3969	54.4998	-59.75	-0.537022	15.1992	120
DATA	1632323091	194818019	11593	0	2021-09-22	17:04:51	15431.8	413.004	2029.62	39.3427	54.9995	29.2371	30.2463	0.00254381	12.3972	54.4998	2.25	-0.537022	15.1972	238
DATA	1632323092	194818019	11597	0	2021-09-22	17:04:52	15433.9	413.009	2029.58	39.3427	54.9995	29.2371	30.2463	0.00254289	12.3963	54.4998	-83.5	-0.537022	15.1976	 64
DATA	1632323093	194818019	11601	0	2021-09-22	17:04:53	15433.7	413.281	2029.53	39.3427	54.9995	29.2371	30.2463	0.00254209	12.3968	54.4998	-35	-0.537022	15.1968	199
DATA	1632323094	194818019	11605	0	2021-09-22	17:04:54	15432.8	413.767	2029.73	39.3423	54.9995	29.2388	30.2463	0.00255105	12.3959	54.4998	-189.25	-0.537022	15.1984	165
DATA	1632323095	194818019	11609	0	2021-09-22	17:04:55	15435.6	412.915	2029.98	39.3414	54.9995	29.238	30.2463	0.00253885	12.3964	54.4998	-176.25	-0.537022	15.1972	119
DATA	1632323096	194818019	11613	0	2021-09-22	17:04:56	15436.6	413.717	2029.82	39.3419	54.9995	29.2371	30.2463	0.00254151	12.397	54.4998	-54.25	-0.537022	15.1984	 50
DATA	1632323097	194489955	11617	0	2021-09-22	17:04:57	15438.4	413.143	2029.59	39.3423	54.9995	29.2367	30.2463	0.00254134	12.3967	54.4998	2.25	-0.537022	15.1972	 18
DATA	1632323098	194489955	11621	0	2021-09-22	17:04:58	15438.1	413.62	2029.75	39.3419	54.9995	29.2375	30.2463	0.00254959	12.3972	54.4998	-29	-0.537022	15.1964	187
DATA	1632323099	194489955	11625	0	2021-09-22	17:04:59	15439.8	413.134	2029.99	39.3427	54.9995	29.238	30.2463	0.00253619	12.397	54.4998	-196.25	-0.537022	15.1988	 96
DATA	1632323100	194489955	11629	0	2021-09-22	17:05:00	15441.1	412.964	2029.91	39.3423	54.9995	29.2367	30.2463	0.00254959	12.397	54.4998	-44.5	-0.537022	15.1984	  5
DATA	1632323101	194489955	11633	0	2021-09-22	17:05:01	15440.1	413.309	2029.71	39.3423	54.9995	29.2375	30.2463	0.0025427	12.3968	54.4998	-88.25	-0.537022	15.196	245
DATA	1632323102	194489955	11637	0	2021-09-22	17:05:02	15443.4	412.426	2029.77	39.3427	54.9995	29.2375	30.2463	0.00254233	12.3962	54.4998	-87.75	-0.537022	15.1964	107
DATA	1632323103	194489955	11641	0	2021-09-22	17:05:03	15445.6	413.864	2030.05	39.3414	54.9995	29.2367	30.2463	0.00254844	12.397	54.4998	-142.75	-0.537022	15.1968	 98
DATA	1632323104	194164991	11645	0	2021-09-22	17:05:04	15445.3	412.558	2029.94	39.3423	54.9995	29.2355	30.2463	0.00254629	12.3971	54.4998	-85.75	-0.537022	15.1968	111
DATA	1632323105	194164991	11649	0	2021-09-22	17:05:05	15446.6	413.716	2029.95	39.3423	54.9995	29.2347	30.2463	0.00255303	12.3972	54.4998	45.25	-0.537022	15.1956	 54
DATA	1632323106	194164991	11653	0	2021-09-22	17:05:06	15449.8	413.508	2030.05	39.3414	54.9995	29.2355	30.2463	0.00255249	12.3972	54.4998	-16.25	-0.537022	15.196	 36
DATA	1632323107	194164991	11657	0	2021-09-22	17:05:07	15450.1	412.792	2029.98	39.3423	54.9995	29.2359	30.2463	0.00254814	12.3971	54.4998	-215.75	-0.537022	15.1948	159
DATA	1632323108	194164991	11661	0	2021-09-22	17:05:08	15451.4	413.256	2030.04	39.3414	54.9995	29.2347	30.2463	0.00255185	12.397	54.4998	11.5	-0.537022	15.1972	184
DATA	1632323109	194164991	11665	0	2021-09-22	17:05:09	15454.7	412.86	2029.84	39.341	54.9995	29.2363	30.2463	0.00254817	12.3967	54.4998	-116.25	-0.537022	15.1964	 59
